Дата,Автомобиль,Пробег_км,Топливо_руб,Зарплата_руб,Ремонт_руб,Аренда_руб,Амортизация_руб,Налоги_руб,Админ_расходы_руб,Штрафы_руб
2024-07-15,Car_10,321,2516,2272,0,3969,822,62,784,0
2024-07-15,Car_3,307,2405,2297,0,2869,822,62,826,0
2024-07-15,Car_4,319,2503,2491,0,4231,822,62,745,0
2024-07-15,Car_1,245,1920,1964,0,2391,822,62,979,0
2024-07-15,Car_9,266,2086,2698,28,3418,822,62,1071,0
2024-07-16,Car_5,347,2469,2103,0,3675,822,62,877,11845
2024-07-16,Car_1,274,1954,2595,0,3423,822,62,558,0
2024-07-17,Car_8,299,1918,2514,0,2692,822,62,1038,0
2024-07-17,Car_4,233,1494,3122,0,3311,822,62,934,0
2024-07-18,Car_10,349,2557,2713,6,3554,822,62,1099,0
2024-07-20,Car_7,315,1695,1857,0,2912,822,62,876,0
2024-07-21,Car_1,322,1930,3154,0,2968,822,62,733,0
2024-07-22,Car_4,270,1478,1965,0,3856,822,62,585,0
2024-07-22,Car_9,279,1527,3017,0,3307,822,62,901,0
2024-07-22,Car_4,304,1666,2979,0,2985,822,62,746,0
2024-07-22,Car_4,304,1667,2309,0,3887,822,62,962,0
2024-07-23,Car_10,249,1590,2422,20,3242,822,62,933,0
2024-07-23,Car_10,234,1498,3234,0,2816,822,62,699,0
2024-07-23,Car_7,365,2332,1720,0,4254,822,62,683,0
2024-07-23,Car_9,284,1814,2810,0,3539,822,62,799,0
2024-07-24,Car_4,268,1770,3216,0,2946,822,62,894,0
2024-07-24,Car_7,271,1794,2392,0,3293,822,62,814,0
2024-07-25,Car_5,381,2901,3512,0,2825,822,62,549,0
2024-07-25,Car_1,276,2103,2459,0,3257,822,62,808,0
2024-07-25,Car_7,326,2476,2377,0,2597,822,62,859,0
2024-07-25,Car_9,373,2839,2128,0,3001,822,62,1026,0
2024-07-26,Car_1,206,1399,2366,0,4145,822,62,569,0
2024-07-26,Car_4,309,2097,2348,0,2464,822,62,863,0
2024-07-28,Car_9,254,1799,2636,0,3358,822,62,949,0
2024-07-28,Car_4,270,1915,3452,120,3791,822,62,811,0
2024-07-29,Car_7,340,1791,1933,0,3484,822,62,1091,0
2024-07-29,Car_4,366,1931,2149,0,2910,822,62,1083,0
2024-07-29,Car_8,310,1636,2250,0,2463,822,62,1036,0
2024-07-31,Car_3,415,2934,2575,0,3417,822,62,754,0
2024-08-01,Car_1,330,1888,3188,6,2482,822,62,908,0
2024-08-01,Car_9,315,1801,2598,0,3893,822,62,855,0
2024-08-01,Car_8,230,1316,2375,0,2642,822,62,644,0
2024-08-01,Car_1,239,1368,2162,0,3333,822,62,777,0
2024-08-02,Car_7,199,1449,2486,0,3701,822,62,777,0
2024-08-02,Car_5,357,2599,2379,0,4002,822,62,1199,12844
2024-08-02,Car_6,224,1633,2061,0,2783,822,62,809,0
2024-08-03,Car_6,229,1560,2308,0,4212,822,62,1040,0
2024-08-03,Car_9,236,1603,2206,17,3084,822,62,669,0
2024-08-03,Car_9,226,1536,3139,0,3007,822,62,637,0
2024-08-04,Car_7,202,1281,1644,2,3557,822,62,761,0
2024-08-04,Car_2,267,1697,2916,48,3225,822,62,951,13564
2024-08-05,Car_10,296,2065,2124,0,3320,822,62,985,0
2024-08-05,Car_7,231,1614,2203,58,2390,822,62,828,0
2024-08-07,Car_2,267,1793,2321,7,4179,822,62,1036,0
2024-08-08,Car_5,342,2311,2630,0,2734,822,62,900,5285
2024-08-10,Car_9,253,1541,2278,0,2765,822,62,707,0
2024-08-10,Car_10,320,1946,2629,0,2913,822,62,704,0
2024-08-10,Car_9,347,2113,2165,0,2609,822,62,557,0
2024-08-11,Car_3,239,1698,2692,0,3333,822,62,829,0
2024-08-11,Car_2,283,2009,1681,0,3239,822,62,1015,10369
2024-08-11,Car_1,244,1729,2700,0,3546,822,62,667,0
2024-08-12,Car_3,301,1830,1462,0,4049,822,62,781,0
2024-08-12,Car_5,156,947,3039,0,2617,822,62,982,0
2024-08-12,Car_3,205,1245,2636,0,3790,822,62,922,6623
2024-08-14,Car_4,313,1977,2254,0,4176,822,62,750,0
2024-08-14,Car_2,386,2435,3281,48,3391,822,62,601,0
2024-08-15,Car_1,319,2199,2393,0,3518,822,62,865,0
2024-08-15,Car_4,345,2379,3190,0,3419,822,62,899,0
2024-08-15,Car_9,302,2078,2335,0,3087,822,62,509,0
2024-08-15,Car_1,283,1946,2058,0,2595,822,62,786,0
2024-08-16,Car_4,253,1722,2572,0,3872,822,62,982,0
2024-08-17,Car_3,314,2269,2914,0,2901,822,62,639,0
2024-08-17,Car_4,294,2123,2181,0,2441,822,62,1015,0
2024-08-18,Car_4,250,1574,2111,0,4413,822,62,546,0
2024-08-18,Car_7,314,1978,2699,0,3150,822,62,941,0
2024-08-18,Car_7,359,2260,2632,10,3587,822,62,950,10937
2024-08-20,Car_8,273,1643,2428,0,3388,822,62,916,0
2024-08-20,Car_10,295,1772,2232,0,3419,822,62,973,0
2024-08-21,Car_9,270,1710,1839,1,3511,822,62,600,0
2024-08-21,Car_8,256,1619,3302,46,3104,822,62,639,9713
2024-08-22,Car_5,253,1724,1950,60,2226,822,62,240,0
2024-08-22,Car_7,374,2554,1444,0,2955,822,62,633,0
2024-08-22,Car_5,320,2183,1885,0,3532,822,62,880,0
2024-08-22,Car_6,275,1874,2489,0,3225,822,62,720,0
2024-08-22,Car_8,374,2555,1680,0,3409,822,62,596,0
2024-08-23,Car_5,271,1908,2356,27,4094,822,62,697,0
2024-08-23,Car_5,255,1801,2164,0,4085,822,62,720,0
2024-08-24,Car_6,296,1787,2617,0,3200,822,62,823,0
2024-08-25,Car_2,303,2159,1603,0,2756,822,62,1068,0
2024-08-25,Car_8,333,2375,2074,19,2877,822,62,876,0
2024-08-25,Car_2,332,2362,2111,0,3281,822,62,816,0
2024-08-26,Car_5,314,2325,2859,0,3300,822,62,898,0
2024-08-26,Car_2,309,2294,2449,0,3247,822,62,759,0
2024-08-26,Car_10,330,2443,2652,0,3368,822,62,792,0
2024-08-27,Car_1,328,2248,2238,0,3154,822,62,838,0
2024-08-27,Car_10,278,1905,2255,0,3675,822,62,985,0
2024-08-27,Car_6,207,1418,2979,0,4502,822,62,650,0
2024-08-29,Car_5,297,1822,1936,0,3920,822,62,855,0
2024-08-29,Car_2,260,1594,2059,0,4515,822,62,947,11104
2024-08-30,Car_8,350,2048,3051,0,2598,822,62,809,0
2024-08-30,Car_1,221,1295,2123,0,3542,822,62,1133,0
2024-08-30,Car_8,271,1585,2892,0,3801,822,62,750,0
2024-08-30,Car_8,256,1498,1700,0,4419,822,62,940,10862
2024-08-31,Car_8,281,1556,2882,0,3114,822,62,1234,0
2024-08-31,Car_9,355,1962,2347,0,3686,822,62,980,0
2024-09-01,Car_10,250,1873,2047,4,3175,822,62,1001,0
2024-09-01,Car_1,315,2362,2571,0,3323,822,62,874,0
2024-09-01,Car_6,362,2712,2249,0,3288,822,62,389,0
2024-09-01,Car_1,282,2116,3412,0,3547,822,62,653,0
2024-09-01,Car_4,237,1776,2686,0,2943,822,62,1045,0
2024-09-02,Car_9,315,2203,3363,0,3416,822,62,724,0
2024-09-02,Car_10,336,2348,2234,0,3974,822,62,584,0
2024-09-03,Car_2,282,1855,2815,0,2957,822,62,1228,0
2024-09-03,Car_4,342,2246,1953,0,3536,822,62,521,0
2024-09-03,Car_8,351,2303,1742,0,2480,822,62,536,0
2024-09-05,Car_7,243,1442,1621,0,3337,822,62,1054,0
2024-09-05,Car_1,347,2055,2823,123,3624,822,62,792,0
2024-09-06,Car_8,226,1826,2794,0,3364,822,62,986,0
2024-09-06,Car_7,305,2461,2320,0,3361,822,62,219,0
2024-09-06,Car_10,277,2236,3099,3,2971,822,62,784,0
2024-09-06,Car_8,208,1682,2247,0,3230,822,62,695,0
2024-09-06,Car_5,285,2301,2382,0,2533,822,62,942,0
2024-09-07,Car_8,306,2045,2581,97,2993,822,62,655,0
2024-09-07,Car_3,294,1961,3069,0,3402,822,62,834,0
2024-09-08,Car_6,323,2151,2479,0,2327,822,62,856,0
2024-09-08,Car_10,373,2488,2737,0,3120,822,62,1032,6686
2024-09-09,Car_6,302,2124,2750,0,3575,822,62,1097,0
2024-09-09,Car_8,279,1964,1833,0,1995,822,62,668,0
2024-09-10,Car_4,361,2486,2409,0,3625,822,62,984,0
2024-09-11,Car_5,283,1903,1377,0,3512,822,62,768,0
2024-09-11,Car_8,261,1755,2612,0,2794,822,62,796,0
2024-09-11,Car_4,252,1700,2230,0,2349,822,62,357,13202
2024-09-11,Car_5,229,1540,1972,120,3173,822,62,877,0
2024-09-11,Car_4,321,2160,2719,0,2453,822,62,613,0
2024-09-11,Car_1,293,1973,1989,0,2588,822,62,1031,0
2024-09-12,Car_3,303,1854,2443,0,3046,822,62,842,14161
2024-09-12,Car_9,314,1926,2290,0,2242,822,62,881,0
2024-09-14,Car_8,276,2134,2498,0,4158,822,62,635,0
2024-09-15,Car_2,271,2004,2449,0,3944,822,62,690,0
2024-09-15,Car_5,233,1725,2664,0,3496,822,62,955,0
2024-09-15,Car_5,279,2064,1293,0,3713,822,62,656,0
2024-09-15,Car_1,311,2307,2640,0,3779,822,62,688,0
2024-09-16,Car_9,271,2046,1881,0,3958,822,62,841,0
2024-09-16,Car_1,170,1284,2393,0,3795,822,62,871,0
2024-09-16,Car_2,316,2390,2648,0,3775,822,62,834,0
2024-09-16,Car_8,392,2964,1883,0,3148,822,62,924,0
2024-09-16,Car_8,301,2278,1671,0,3905,822,62,759,0
2024-09-16,Car_2,240,1812,2073,26,2855,822,62,872,0
2024-09-17,Car_1,236,1488,3059,0,2036,822,62,865,0
2024-09-18,Car_4,259,1558,2724,0,3226,822,62,1032,0
2024-09-19,Car_3,243,1586,3366,0,2902,822,62,1011,0
2024-09-19,Car_9,263,1715,1605,0,3021,822,62,1008,0
2024-09-20,Car_6,273,1809,2169,0,3225,822,62,937,0
2024-09-20,Car_7,356,2363,3263,0,3372,822,62,831,0
2024-09-21,Car_2,372,2701,2019,0,3496,822,62,1100,0
2024-09-21,Car_7,286,2072,1821,0,2504,822,62,539,0
2024-09-22,Car_5,297,1661,2628,0,2671,822,62,796,0
2024-09-24,Car_7,336,2187,2380,0,3516,822,62,904,0
2024-09-24,Car_2,239,1553,2795,0,2940,822,62,423,0
2024-09-24,Car_4,385,2506,2751,0,3860,822,62,779,0
2024-09-25,Car_6,273,1730,2874,0,3207,822,62,874,0
2024-09-25,Car_8,334,2119,2943,240,1939,822,62,1168,0
2024-09-25,Car_3,259,1643,3026,0,3804,822,62,692,0
2024-09-26,Car_10,322,1931,1712,52,3195,822,62,789,0
2024-09-27,Car_9,256,1436,2930,0,3215,822,62,725,0
2024-09-27,Car_6,260,1458,2524,0,2885,822,62,825,0
2024-09-27,Car_8,173,968,2417,25,3228,822,62,446,0
2024-09-29,Car_7,323,2149,2120,0,3989,822,62,742,0
2024-09-29,Car_9,405,2693,2373,0,2779,822,62,908,0
2024-09-30,Car_8,309,1803,3020,0,3100,822,62,818,0
2024-09-30,Car_5,315,1837,2072,0,2779,822,62,643,0
2024-09-30,Car_9,419,2443,1822,21,3066,822,62,896,0
2024-09-30,Car_5,331,1927,2268,0,2854,822,62,1097,0
2024-09-30,Car_2,259,1507,2432,11,3082,822,62,745,0
2024-10-01,Car_8,260,1515,2574,2,3454,822,62,838,0
2024-10-01,Car_9,297,1728,3157,0,3251,822,62,1001,0
2024-10-02,Car_6,346,2214,2570,0,3120,822,62,630,0
2024-10-03,Car_5,315,2398,2324,0,3872,822,62,735,0
2024-10-03,Car_7,281,2133,3055,0,3651,822,62,930,0
2024-10-03,Car_3,387,2938,1893,17,3689,822,62,646,0
2024-10-05,Car_3,211,1204,2702,0,3330,822,62,692,0
2024-10-05,Car_6,350,1993,2516,0,2592,822,62,663,0
2024-10-06,Car_10,315,2033,3196,0,4000,822,62,811,5316
2024-10-07,Car_10,310,1994,2938,0,4072,822,62,505,0
2024-10-07,Car_2,378,2432,3110,0,3650,822,62,873,0
2024-10-08,Car_1,283,1410,2384,59,3621,822,62,784,0
2024-10-08,Car_1,346,1725,2237,0,3636,822,62,584,0
2024-10-08,Car_4,235,1172,3360,0,4421,822,62,954,0
2024-10-09,Car_1,253,1663,2969,0,3099,822,62,883,0
2024-10-10,Car_6,174,1126,2455,0,2825,822,62,1120,0
2024-10-11,Car_10,312,2192,2944,1,2874,822,62,1018,0
2024-10-11,Car_3,308,2162,2412,0,4471,822,62,1304,0
2024-10-11,Car_3,255,1791,2333,0,3905,822,62,492,0
2024-10-12,Car_1,283,2185,2199,0,3447,822,62,575,0
2024-10-13,Car_6,380,2765,2570,0,3277,822,62,299,0
2024-10-13,Car_3,304,2211,2029,0,3281,822,62,808,0
2024-10-13,Car_7,263,1914,2156,0,2843,822,62,711,0
2024-10-13,Car_4,255,1854,2023,0,3223,822,62,433,0
2024-10-14,Car_4,329,2119,2777,0,3509,822,62,710,0
2024-10-14,Car_3,239,1541,2514,0,3293,822,62,629,0
2024-10-14,Car_1,327,2108,1806,21,3970,822,62,909,0
2024-10-15,Car_1,265,1573,2713,0,2746,822,62,306,0
2024-10-16,Car_4,374,3048,2229,0,3004,822,62,777,0
2024-10-16,Car_9,265,2159,3104,0,3264,822,62,1024,0
2024-10-16,Car_2,331,2694,2094,0,2952,822,62,794,0
2024-10-17,Car_10,280,1860,2556,0,3266,822,62,618,0
2024-10-17,Car_2,256,1702,2366,0,3227,822,62,913,0
2024-10-17,Car_10,371,2462,2552,0,4436,822,62,994,0
2024-10-18,Car_9,298,1972,2504,0,4051,822,62,662,0
2024-10-18,Car_6,321,2122,2453,0,3507,822,62,795,0
2024-10-18,Car_4,287,1899,2999,0,4160,822,62,545,0
2024-10-18,Car_6,366,2422,2875,42,2538,822,62,930,0
2024-10-19,Car_9,258,1697,2636,0,3878,822,62,750,0
2024-10-19,Car_4,271,1784,2976,5,2334,822,62,1292,0
2024-10-20,Car_5,278,1865,2508,0,2534,822,62,479,0
2024-10-20,Car_6,369,2476,2460,0,3852,822,62,757,0
2024-10-20,Car_2,356,2395,2358,23,3273,822,62,657,0
2024-10-20,Car_3,301,2020,2564,5,3881,822,62,873,0
2024-10-20,Car_4,298,2003,2735,0,3536,822,62,909,0
2024-10-22,Car_8,281,1756,2196,0,3157,822,62,914,0
2024-10-22,Car_5,355,2218,2657,0,2953,822,62,488,0
2024-10-23,Car_10,319,1998,1865,0,4278,822,62,712,0
2024-10-23,Car_10,270,1692,2148,0,2954,822,62,765,0
2024-10-23,Car_7,320,2010,2391,0,4496,822,62,1047,0
2024-10-23,Car_4,296,1858,2651,0,3495,822,62,727,0
2024-10-23,Car_6,300,1881,2540,0,3594,822,62,696,0
2024-10-26,Car_7,323,1992,2691,0,2520,822,62,641,0
2024-10-26,Car_9,361,2227,2601,0,2438,822,62,920,0
2024-10-27,Car_1,351,2339,2868,0,3422,822,62,581,0
2024-10-27,Car_8,298,1985,2100,0,3419,822,62,948,0
2024-10-28,Car_3,312,2009,2613,0,3171,822,62,866,0
2024-10-28,Car_8,261,1685,3000,0,3765,822,62,745,8521
2024-10-29,Car_5,337,2529,2296,0,3915,822,62,680,0
2024-10-29,Car_10,293,2201,2700,0,2893,822,62,402,0
2024-10-29,Car_8,323,2422,1593,57,3487,822,62,805,0
2024-10-29,Car_4,312,2343,2094,0,2678,822,62,908,0
2024-10-31,Car_2,389,2820,2181,0,2808,822,62,505,0
2024-10-31,Car_4,305,2210,2184,0,3402,822,62,975,0
2024-10-31,Car_4,271,1967,1816,4,2382,822,62,844,0
2024-11-01,Car_4,248,1822,3052,0,3998,822,62,840,0
2024-11-01,Car_10,371,2730,2850,0,4545,822,62,936,0
2024-11-02,Car_8,378,2027,2292,0,2615,822,62,581,0
2024-11-03,Car_9,298,1903,2331,0,3352,822,62,1009,0
2024-11-03,Car_6,289,1847,2192,0,3087,822,62,1061,0
2024-11-03,Car_1,286,1828,1904,0,3048,822,62,845,0
2024-11-04,Car_7,327,2086,2256,0,3153,822,62,683,9864
2024-11-04,Car_6,280,1784,2600,0,3978,822,62,836,0
2024-11-05,Car_8,277,1595,2997,0,2578,822,62,749,0
2024-11-06,Car_9,285,1750,3078,0,2608,822,62,657,0
2024-11-06,Car_1,284,1743,2029,52,3268,822,62,1050,0
2024-11-06,Car_1,304,1866,2920,0,2392,822,62,761,0
2024-11-06,Car_6,279,1711,2172,0,3250,822,62,1032,6864
2024-11-07,Car_8,272,1615,2574,0,2905,822,62,532,0
2024-11-07,Car_2,253,1501,2667,0,3107,822,62,412,0
2024-11-08,Car_4,278,2125,2743,0,2798,822,62,917,0
2024-11-08,Car_8,289,2215,2097,0,3941,822,62,817,0
2024-11-08,Car_7,259,1978,2999,28,4132,822,62,827,0
2024-11-09,Car_6,335,2398,1725,0,4618,822,62,825,0
2024-11-09,Car_5,326,2337,2462,0,2756,822,62,518,0
2024-11-10,Car_2,393,2897,3294,0,3775,822,62,669,0
2024-11-10,Car_3,225,1657,3280,0,3640,822,62,712,0
2024-11-10,Car_3,358,2639,2326,0,3414,822,62,963,0
2024-11-11,Car_10,249,1749,1784,0,2932,822,62,896,13099
2024-11-11,Car_1,305,2148,2642,0,1805,822,62,981,0
2024-11-12,Car_9,247,1461,2451,0,3808,822,62,488,0
2024-11-12,Car_2,228,1353,2642,0,2810,822,62,879,0
2024-11-12,Car_7,280,1660,2862,41,3742,822,62,830,0
2024-11-14,Car_2,321,2214,2858,0,2230,822,62,733,9941
2024-11-15,Car_10,247,1449,2578,15,3641,822,62,542,0
2024-11-15,Car_2,372,2184,3131,0,2954,822,62,985,0
2024-11-15,Car_1,260,1528,2659,0,2679,822,62,726,0
2024-11-15,Car_5,363,2131,2566,0,3723,822,62,738,0
2024-11-15,Car_5,319,1874,2700,0,3679,822,62,977,0
2024-11-16,Car_2,274,1923,2211,0,4034,822,62,737,0
2024-11-16,Car_9,289,2030,2427,0,3678,822,62,313,0
2024-11-16,Car_6,293,2056,2573,0,4031,822,62,859,0
2024-11-17,Car_8,290,1873,2722,0,3898,822,62,678,0
2024-11-18,Car_7,423,2695,1760,77,3326,822,62,846,0
2024-11-19,Car_8,368,2587,2986,0,2992,822,62,821,0
2024-11-19,Car_9,316,2221,1889,0,2327,822,62,499,0
2024-11-20,Car_1,269,1848,2550,0,4411,822,62,764,0
2024-11-20,Car_3,285,1958,2345,0,2532,822,62,467,0
2024-11-20,Car_9,299,2052,2581,0,3150,822,62,885,0
2024-11-20,Car_8,254,1742,3062,5,3658,822,62,849,0
2024-11-22,Car_6,252,1842,2326,0,3051,822,62,700,0
2024-11-23,Car_9,223,1328,2258,0,4771,822,62,486,0
2024-11-23,Car_3,365,2170,2491,113,3982,822,62,829,8177
2024-11-23,Car_9,225,1339,2985,0,2915,822,62,699,0
2024-11-23,Car_6,315,1874,2388,0,3724,822,62,948,0
2024-11-23,Car_5,372,2211,2004,0,3490,822,62,720,0
2024-11-23,Car_3,305,1818,1653,20,2890,822,62,1049,0
2024-11-24,Car_7,381,2654,3018,0,2981,822,62,1056,0
2024-11-24,Car_8,329,2295,2378,0,3385,822,62,724,0
2024-11-26,Car_2,301,1929,2871,0,3530,822,62,1121,0
2024-11-26,Car_10,298,1910,3103,0,2598,822,62,600,6480
2024-11-27,Car_2,339,2305,3016,0,3202,822,62,826,0
2024-11-28,Car_8,289,1692,2630,29,3369,822,62,1020,0
2024-11-28,Car_7,337,1970,3094,0,4004,822,62,392,13723
2024-11-29,Car_6,325,2326,2372,0,2885,822,62,1120,0
2024-11-29,Car_10,339,2426,2029,31,2773,822,62,711,0
2024-11-29,Car_2,304,2177,2771,0,2196,822,62,479,0
2024-12-01,Car_8,301,1895,2748,0,3555,822,62,515,0
2024-12-01,Car_10,358,2250,2396,0,3369,822,62,701,0
2024-12-01,Car_6,202,1273,2655,0,3954,822,62,767,0
2024-12-01,Car_2,307,1931,2616,0,4111,822,62,809,0
2024-12-02,Car_8,303,2189,2215,98,4243,822,62,845,0
2024-12-02,Car_6,278,2007,3253,0,4025,822,62,477,0
2024-12-02,Car_8,313,2259,2344,0,2868,822,62,1066,0
2024-12-02,Car_4,249,1802,2552,0,2777,822,62,782,0
2024-12-03,Car_2,291,1797,1939,0,4001,822,62,717,0
2024-12-03,Car_9,241,1491,2168,0,2775,822,62,918,0
2024-12-04,Car_4,293,1688,3266,71,2818,822,62,905,0
2024-12-04,Car_7,291,1677,2154,0,3056,822,62,939,0
2024-12-04,Car_2,395,2273,3036,0,3862,822,62,796,0
2024-12-06,Car_1,271,1891,2152,0,3399,822,62,796,0
2024-12-06,Car_8,338,2356,2180,0,2089,822,62,625,0
2024-12-06,Car_1,322,2241,2220,0,3050,822,62,637,0
2024-12-07,Car_2,257,1501,2580,0,2906,822,62,731,0
2024-12-08,Car_1,264,2022,2533,0,2935,822,62,895,0
2024-12-08,Car_2,377,2888,2229,43,3343,822,62,725,0
2024-12-08,Car_8,302,2313,2879,0,3921,822,62,688,0
2024-12-08,Car_4,415,3172,2470,18,3321,822,62,869,0
2024-12-09,Car_8,249,1333,3613,0,3484,822,62,959,0
2024-12-11,Car_1,258,1732,2482,81,3316,822,62,836,0
2024-12-11,Car_7,254,1710,2034,0,3296,822,62,821,0
2024-12-13,Car_7,276,1733,2325,0,3753,822,62,697,0
2024-12-14,Car_8,310,2123,2080,0,4020,822,62,581,0
2024-12-14,Car_8,266,1822,2457,0,2741,822,62,744,14039
2024-12-14,Car_8,359,2453,2511,0,2632,822,62,649,0
2024-12-15,Car_10,262,1723,3341,0,2862,822,62,819,0
2024-12-15,Car_8,322,2115,2937,0,3318,822,62,951,7046
2024-12-15,Car_1,364,2396,2445,0,3948,822,62,704,0
2024-12-16,Car_10,345,2504,1563,0,3081,822,62,860,0
2024-12-16,Car_2,405,2939,2525,113,3510,822,62,603,0
2024-12-17,Car_6,339,2258,2262,0,3874,822,62,715,0
2024-12-17,Car_10,331,2207,2510,0,3367,822,62,784,12446
2024-12-18,Car_9,249,1663,2934,0,3662,822,62,758,0
2024-12-18,Car_5,283,1894,2942,0,3264,822,62,305,0
2024-12-18,Car_1,331,2211,2170,9,3867,822,62,1042,0
2024-12-19,Car_9,242,1547,1923,0,2926,822,62,820,0
2024-12-20,Car_6,326,2141,1833,0,3555,822,62,998,0
2024-12-20,Car_10,265,1738,2942,0,3287,822,62,1031,0
2024-12-21,Car_7,276,1875,2298,5,3210,822,62,573,0
2024-12-21,Car_3,348,2364,2430,0,3332,822,62,821,0
2024-12-21,Car_3,299,2026,3078,0,4651,822,62,466,0
2024-12-21,Car_9,314,2130,2568,0,3539,822,62,617,0
2024-12-21,Car_7,304,2064,2638,0,3759,822,62,558,0
2024-12-22,Car_6,219,1219,2429,0,3989,822,62,624,5644
2024-12-22,Car_9,268,1496,1646,0,2412,822,62,481,0
2024-12-22,Car_10,275,1535,2029,0,3526,822,62,1112,0
2024-12-22,Car_1,238,1326,2359,0,3672,822,62,1042,0
2024-12-22,Car_2,299,1664,2876,0,3520,822,62,824,0
2024-12-22,Car_2,305,1700,1977,0,3508,822,62,837,0
2024-12-23,Car_2,279,1617,2136,0,4011,822,62,1209,0
2024-12-24,Car_1,278,1961,2735,0,3103,822,62,811,0
2024-12-24,Car_8,214,1507,1701,32,3719,822,62,523,0
2024-12-24,Car_2,258,1815,1869,0,2797,822,62,879,0
2024-12-25,Car_3,247,1657,2047,0,3645,822,62,531,0
2024-12-25,Car_6,312,2088,3050,0,3317,822,62,572,0
2024-12-25,Car_8,294,1974,2554,0,2469,822,62,1125,0
2024-12-25,Car_1,401,2689,2567,0,3246,822,62,721,0
2024-12-27,Car_4,325,2151,3758,0,3729,822,62,1109,0
2024-12-27,Car_3,348,2302,2208,22,3379,822,62,1019,0
2024-12-28,Car_9,322,2193,2607,0,3947,822,62,697,6072
2024-12-29,Car_1,294,1847,2313,0,3819,822,62,726,8491
2024-12-29,Car_9,272,1704,2803,0,3503,822,62,725,0
2024-12-29,Car_10,214,1340,2863,0,4427,822,62,510,0
2024-12-30,Car_7,308,1892,2813,0,3005,822,62,985,0
2024-12-30,Car_8,359,2203,2703,0,3369,822,62,1022,0
2024-12-31,Car_4,278,1868,2524,0,2545,822,62,994,14571
2024-12-31,Car_6,306,2053,2844,0,2470,822,62,247,0
2025-01-01,Car_7,374,2248,2621,0,5068,822,62,682,0
2025-01-01,Car_5,313,1885,3113,0,2422,822,62,721,0
2025-01-02,Car_7,404,2766,2876,0,3072,822,62,764,0
2025-01-02,Car_10,375,2565,2586,0,3389,822,62,781,0
2025-01-02,Car_2,398,2726,2324,0,3624,822,62,1008,0
2025-01-04,Car_1,310,2239,2046,0,2325,822,62,695,0
2025-01-04,Car_7,468,3377,3142,0,3729,822,62,895,0
2025-01-04,Car_1,279,2011,3258,0,2678,822,62,865,7251
2025-01-05,Car_2,270,1857,2459,0,3710,822,62,533,0
2025-01-05,Car_8,336,2314,2603,0,4098,822,62,1057,0
2025-01-06,Car_2,384,2594,2521,0,3245,822,62,761,0
2025-01-06,Car_4,314,2121,2890,132,3474,822,62,1267,0
2025-01-07,Car_2,271,1949,1715,0,2829,822,62,705,0
2025-01-08,Car_4,361,2741,2959,0,4112,822,62,748,0
2025-01-09,Car_2,225,1621,2620,0,3247,822,62,791,0
2025-01-10,Car_5,330,1814,2284,0,4099,822,62,654,0
2025-01-11,Car_3,287,1675,2290,0,4230,822,62,1004,0
2025-01-11,Car_2,299,1747,2753,0,4273,822,62,1197,0
2025-01-12,Car_5,325,2021,1977,0,3272,822,62,1083,0
2025-01-12,Car_6,344,2140,2579,0,3766,822,62,809,12617
2025-01-13,Car_7,277,1832,2991,0,3371,822,62,890,0
2025-01-13,Car_9,244,1617,2794,0,3743,822,62,1084,0
2025-01-13,Car_6,356,2353,2048,27,4608,822,62,895,0
2025-01-13,Car_3,244,1613,1679,0,3393,822,62,679,0
2025-01-14,Car_9,378,2613,1989,0,2927,822,62,570,0
2025-01-14,Car_4,323,2236,2497,0,3289,822,62,995,0
2025-01-14,Car_7,300,2071,2592,0,3307,822,62,758,0
2025-01-14,Car_5,398,2748,2277,0,2574,822,62,765,14999
2025-01-15,Car_2,342,2108,2710,0,3274,822,62,322,0
2025-01-16,Car_2,294,1972,1682,0,3611,822,62,1006,0
2025-01-16,Car_4,324,2177,2001,20,3705,822,62,664,0
2025-01-17,Car_2,321,1975,1703,0,3225,822,62,658,0
2025-01-17,Car_7,308,1892,2362,0,3336,822,62,874,0
2025-01-18,Car_2,362,2257,2111,0,3241,822,62,504,0
2025-01-19,Car_9,203,1171,2425,0,3402,822,62,1055,0
2025-01-20,Car_4,257,1551,2954,0,3328,822,62,1156,0
2025-01-20,Car_9,339,2049,2010,0,3221,822,62,876,0
2025-01-20,Car_6,329,1986,2600,0,2248,822,62,550,0
2025-01-21,Car_1,316,1831,3231,0,3557,822,62,393,0
2025-01-22,Car_7,297,1783,2424,0,3500,822,62,1054,9683
2025-01-22,Car_2,379,2280,3045,0,2793,822,62,684,0
2025-01-23,Car_4,262,1894,2364,0,4171,822,62,733,0
2025-01-23,Car_2,288,2083,2934,66,3127,822,62,754,0
2025-01-23,Car_6,325,2349,2189,0,3197,822,62,1367,0
2025-01-25,Car_8,297,2426,2377,0,3292,822,62,677,0
2025-01-25,Car_9,301,2464,2737,0,3186,822,62,1052,0
2025-01-25,Car_7,350,2859,2247,52,4917,822,62,562,0
2025-01-25,Car_10,379,3096,2006,0,3115,822,62,510,0
2025-01-25,Car_3,379,3101,2172,0,1770,822,62,867,0
2025-01-25,Car_6,282,2303,2265,0,3762,822,62,637,0
2025-01-26,Car_2,259,1784,2855,0,2977,822,62,742,7680
2025-01-26,Car_6,353,2433,1909,0,3239,822,62,849,0
